filename,width,height,class,xmin,ymin,xmax,ymax
aa335.jpg,850,995,Fanta,6,89,618,802
aa335.jpg,850,995,Fanta,202,24,850,686
aa270.jpg,500,500,Fanta,215,43,433,364
aa23.jpg,1600,1600,Fanta,497,29,1067,1569
drpepper_0_3940.jpg,225,225,Drpepper,45,28,162,216
aa149.jpg,225,225,Fanta,9,1,124,196
aa227.jpg,194,259,Fanta,32,32,87,226
drpepper_0_1751.jpg,512,512,Drpepper,5,3,265,379
drpepper_0_1751.jpg,512,512,Drpepper,157,66,398,436
drpepper_0_3643.jpg,612,400,Drpepper,148,71,356,400
drpepper_0_3643.jpg,612,400,Drpepper,275,31,465,341
drpepper_0_3643.jpg,612,400,Drpepper,408,4,612,329
aa89.jpg,1300,779,Fanta,60,39,372,499
aa89.jpg,1300,779,Fanta,239,8,580,436
aa89.jpg,1300,779,Fanta,397,5,732,354
aa89.jpg,1300,779,Fanta,1,116,194,546
aa213.jpg,194,259,Fanta,6,6,155,202
drpepper_0_2724.jpg,1400,1400,Drpepper,83,80,695,1280
drpepper_0_2724.jpg,1400,1400,Drpepper,441,304,938,1372
drpepper_0_2724.jpg,1400,1400,Drpepper,706,514,1390,1400
aa59.jpg,650,340,Fanta,24,34,159,302
aa59.jpg,650,340,Fanta,151,70,289,317
aa59.jpg,650,340,Fanta,275,114,411,340
drpepper_0_3158.jpg,500,483,Drpepper,44,15,215,483
drpepper_0_3158.jpg,500,483,Drpepper,204,46,370,483
drpepper_0_3158.jpg,500,483,Drpepper,321,92,500,483
drpepper_0_730.jpg,225,225,Drpepper,52,89,137,225
drpepper_0_730.jpg,225,225,Drpepper,96,65,184,222
drpepper_0_730.jpg,225,225,Drpepper,130,36,225,177
drpepper_0_730.jpg,225,225,Drpepper,4,90,95,214
aa98.jpg,244,207,Fanta,71,19,114,193
drpepper_0_1965.jpg,1232,917,Drpepper,38,277,497,917
drpepper_0_1965.jpg,1232,917,Drpepper,233,199,712,851
drpepper_0_1965.jpg,1232,917,Drpepper,445,136,941,732
drpepper_0_1965.jpg,1232,917,Drpepper,702,27,1173,632
drpepper_0_719.jpg,500,483,Drpepper,70,88,273,483
drpepper_0_719.jpg,500,483,Drpepper,239,59,392,424
drpepper_0_719.jpg,500,483,Drpepper,381,41,500,478
drpepper_0_719.jpg,500,483,Drpepper,2,68,107,470
drpepper_0_3236.jpg,300,400,Drpepper,1,62,133,367
drpepper_0_3236.jpg,300,400,Drpepper,61,20,255,304
drpepper_0_3236.jpg,300,400,Drpepper,153,8,300,271
drpepper_0_355.jpg,225,225,Drpepper,48,40,186,225
drpepper_0_873.jpg,959,703,Drpepper,535,31,959,679
drpepper_0_873.jpg,959,703,Drpepper,210,183,656,648
drpepper_0_873.jpg,959,703,Drpepper,13,239,316,703
aa209.jpg,500,500,Fanta,129,53,442,420
drpepper_0_3938.jpg,583,683,Drpepper,74,81,286,674
drpepper_0_3938.jpg,583,683,Drpepper,251,68,478,672
drpepper_0_3938.jpg,583,683,Drpepper,437,61,583,670
drpepper_0_1451.jpg,1400,1400,Drpepper,256,27,812,961
drpepper_0_1451.jpg,1400,1400,Drpepper,6,133,406,1067
drpepper_0_1451.jpg,1400,1400,Drpepper,667,45,1209,854
drpepper_0_1451.jpg,1400,1400,Drpepper,1085,27,1400,809
drpepper_0_2615.jpg,283,178,Drpepper,16,15,68,147
drpepper_0_2615.jpg,283,178,Drpepper,59,4,114,147
drpepper_0_2615.jpg,283,178,Drpepper,96,1,162,140
drpepper_0_2615.jpg,283,178,Drpepper,140,5,212,125
aa55.jpg,194,259,Fanta,94,100,123,171
aa55.jpg,194,259,Fanta,123,97,150,173
aa55.jpg,194,259,Fanta,151,98,181,184
aa55.jpg,194,259,Fanta,66,1,92,78
aa55.jpg,194,259,Fanta,90,1,114,81
aa55.jpg,194,259,Fanta,114,1,138,77
aa55.jpg,194,259,Fanta,137,2,161,77
aa55.jpg,194,259,Fanta,161,1,186,78
drpepper_0_3484.jpg,225,225,Drpepper,1,50,89,225
drpepper_0_3484.jpg,225,225,Drpepper,33,28,139,207
drpepper_0_3484.jpg,225,225,Drpepper,84,10,187,205
drpepper_0_1834.jpg,1600,900,Drpepper,337,55,723,728
drpepper_0_1834.jpg,1600,900,Drpepper,569,154,974,792
drpepper_0_1834.jpg,1600,900,Drpepper,845,320,1224,895
drpepper_0_1834.jpg,1600,900,Drpepper,1047,400,1406,900
aa153.jpg,1300,953,Fanta,427,192,752,886
aa153.jpg,1300,953,Fanta,624,234,972,953
aa153.jpg,1300,953,Fanta,918,225,1255,944
drpepper_0_3711.jpg,511,512,Drpepper,231,4,502,479
aa108.jpg,225,225,Fanta,49,46,187,224
aa66.jpg,850,995,Fanta,143,36,692,995
aa66.jpg,850,995,Fanta,2,1,370,995
aa411.jpg,194,259,Fanta,4,15,162,193
drpepper_0_2055.jpg,1600,900,Drpepper,422,6,710,658
drpepper_0_2055.jpg,1600,900,Drpepper,623,97,1006,755
drpepper_0_2055.jpg,1600,900,Drpepper,817,188,1265,853
drpepper_0_2055.jpg,1600,900,Drpepper,1060,295,1512,900
aa91.jpg,1300,779,Fanta,87,196,388,659
aa91.jpg,1300,779,Fanta,250,152,529,603
aa91.jpg,1300,779,Fanta,392,99,701,584
aa91.jpg,1300,779,Fanta,563,55,860,534
aa91.jpg,1300,779,Fanta,749,12,1027,474
aa91.jpg,1300,779,Fanta,904,5,1201,456
drpepper_0_1042.jpg,620,1200,Drpepper,85,18,330,1008
drpepper_0_1042.jpg,620,1200,Drpepper,332,8,580,1007
aa115.jpg,954,544,Fanta,46,33,311,539
drpepper_0_886.jpg,501,650,Drpepper,3,111,281,500
drpepper_0_886.jpg,501,650,Drpepper,160,36,418,361
drpepper_0_886.jpg,501,650,Drpepper,306,10,498,276
aa208.jpg,1300,956,Fanta,729,171,1112,956
aa208.jpg,1300,956,Fanta,492,142,774,956
drpepper_0_2913.jpg,500,483,Drpepper,166,23,362,397
drpepper_0_2913.jpg,500,483,Drpepper,95,22,260,379
drpepper_0_2913.jpg,500,483,Drpepper,286,9,422,308
drpepper_0_2913.jpg,500,483,Drpepper,386,4,500,347
aa401.jpg,225,225,Fanta,62,5,216,201
aa361.jpg,1300,956,Fanta,249,217,511,601
aa361.jpg,1300,956,Fanta,346,261,584,653
aa361.jpg,1300,956,Fanta,404,311,682,725
aa361.jpg,1300,956,Fanta,474,329,748,827
aa361.jpg,1300,956,Fanta,550,450,885,865
aa361.jpg,1300,956,Fanta,642,437,984,924
aa361.jpg,1300,956,Fanta,766,539,1095,956
aa128.jpg,194,259,Fanta,24,15,84,96
aa128.jpg,194,259,Fanta,50,29,106,103
aa128.jpg,194,259,Fanta,73,39,131,115
aa128.jpg,194,259,Fanta,92,52,154,133
aa128.jpg,194,259,Fanta,113,60,173,141
aa97.jpg,866,1390,Fanta,168,812,403,1133
aa97.jpg,866,1390,Fanta,270,743,525,1062
aa97.jpg,866,1390,Fanta,370,699,631,1037
aa97.jpg,866,1390,Fanta,503,641,738,973
aa97.jpg,866,1390,Fanta,603,585,835,909
aa97.jpg,866,1390,Fanta,721,528,866,851
aa77.jpg,1200,1152,Fanta,206,18,488,875
aa77.jpg,1200,1152,Fanta,401,41,788,913
aa77.jpg,1200,1152,Fanta,621,142,1057,971
aa77.jpg,1200,1152,Fanta,913,231,1200,1078
drpepper_0_22.jpg,300,168,Drpepper,1,23,51,168
drpepper_0_22.jpg,300,168,Drpepper,51,26,115,168
drpepper_0_22.jpg,300,168,Drpepper,115,28,179,168
drpepper_0_22.jpg,300,168,Drpepper,179,30,245,168
drpepper_0_22.jpg,300,168,Drpepper,245,22,300,168
drpepper_0_65.jpg,458,650,Drpepper,253,238,458,625
drpepper_0_65.jpg,458,650,Drpepper,35,169,449,624
drpepper_0_3709.jpg,225,225,Drpepper,81,44,223,225
drpepper_0_192.jpg,2268,4032,Drpepper,848,778,2268,3724
drpepper_0_2026.jpg,415,283,Drpepper,265,35,415,235
drpepper_0_2026.jpg,415,283,Drpepper,81,38,310,248
drpepper_0_2026.jpg,415,283,Drpepper,2,114,180,280
aa390.jpg,1300,956,Fanta,1100,470,1300,869
aa390.jpg,1300,956,Fanta,902,348,1141,786
aa390.jpg,1300,956,Fanta,178,102,575,543
aa390.jpg,1300,956,Fanta,319,181,711,605
aa390.jpg,1300,956,Fanta,500,255,847,628
aa390.jpg,1300,956,Fanta,626,327,968,722
aa390.jpg,1300,956,Fanta,714,388,1055,769
drpepper_0_314.jpg,259,194,Drpepper,12,1,64,150
drpepper_0_314.jpg,259,194,Drpepper,87,2,159,159
drpepper_0_314.jpg,259,194,Drpepper,159,18,236,194
drpepper_0_1570.jpg,959,703,Drpepper,108,169,584,703
drpepper_0_1570.jpg,959,703,Drpepper,382,121,938,703
aa376.jpg,194,259,Fanta,76,1,128,65
aa376.jpg,194,259,Fanta,89,7,148,68
aa376.jpg,194,259,Fanta,11,69,62,138
drpepper_0_4002.jpg,600,600,Drpepper,9,151,316,484
drpepper_0_4002.jpg,600,600,Drpepper,139,70,418,409
drpepper_0_4002.jpg,600,600,Drpepper,272,1,562,299
aa353.jpg,850,995,Fanta,114,12,367,995
aa353.jpg,850,995,Fanta,372,44,600,995
aa107.jpg,1300,956,Fanta,283,73,426,502
aa107.jpg,1300,956,Fanta,360,48,511,472
aa107.jpg,1300,956,Fanta,460,36,613,472
aa107.jpg,1300,956,Fanta,529,9,700,467
aa107.jpg,1300,956,Fanta,640,14,809,448
aa107.jpg,1300,956,Fanta,736,5,936,427
aa107.jpg,1300,956,Fanta,858,3,1059,415
aa107.jpg,1300,956,Fanta,1005,2,1208,408
aa109.jpg,500,500,Fanta,170,23,290,376
aa161.jpg,1300,779,Fanta,164,35,403,658
aa161.jpg,1300,779,Fanta,327,15,556,593
aa161.jpg,1300,779,Fanta,477,12,716,544
aa161.jpg,1300,779,Fanta,637,5,896,507
aa161.jpg,1300,779,Fanta,794,3,1048,459
28.jpg,960,717,Drpepper,249,33,399,352
28.jpg,960,717,Drpepper,398,45,535,380
28.jpg,960,717,Drpepper,538,77,669,389
28.jpg,960,717,Drpepper,304,475,412,656
28.jpg,960,717,Drpepper,421,533,522,671
28.jpg,960,717,Drpepper,660,468,769,699
aa447.jpg,512,512,Fanta,3,9,366,406
aa329.jpg,1300,601,Fanta,69,4,451,423
aa329.jpg,1300,601,Fanta,267,38,662,521
aa329.jpg,1300,601,Fanta,456,96,880,588
aa329.jpg,1300,601,Fanta,649,172,1025,598
aa329.jpg,1300,601,Fanta,855,229,1241,601
drpepper_0_1046.jpg,1200,857,Drpepper,39,8,396,486
drpepper_0_1046.jpg,1200,857,Drpepper,262,109,525,638
drpepper_0_1046.jpg,1200,857,Drpepper,425,232,745,698
drpepper_0_1046.jpg,1200,857,Drpepper,631,285,930,755
drpepper_0_1046.jpg,1200,857,Drpepper,787,407,1078,844
aa228.jpg,850,995,Fanta,305,136,849,995
aa228.jpg,850,995,Fanta,28,253,530,995
aa158.jpg,488,488,Fanta,22,183,188,445
aa158.jpg,488,488,Fanta,151,165,305,428
aa158.jpg,488,488,Fanta,252,139,422,404
aa158.jpg,488,488,Fanta,371,116,488,385
aa238.jpg,850,995,Fanta,144,2,576,966
aa238.jpg,850,995,Fanta,454,4,850,916
drpepper_0_3310.jpg,500,483,Drpepper,6,6,153,352
drpepper_0_3310.jpg,500,483,Drpepper,48,44,219,458
drpepper_0_3310.jpg,500,483,Drpepper,166,84,310,437
drpepper_0_3310.jpg,500,483,Drpepper,245,102,459,483
aa51.jpg,460,382,Fanta,239,73,373,359
aa51.jpg,460,382,Fanta,127,63,246,328
aa51.jpg,460,382,Fanta,24,48,130,306
aa244.jpg,1300,779,Fanta,98,3,393,437
aa244.jpg,1300,779,Fanta,176,46,576,498
aa244.jpg,1300,779,Fanta,299,139,781,645
aa159.jpg,1300,779,Fanta,447,140,725,540
aa159.jpg,1300,779,Fanta,562,64,828,448
aa159.jpg,1300,779,Fanta,674,9,943,376
aa159.jpg,1300,779,Fanta,798,1,1089,287
aa159.jpg,1300,779,Fanta,317,212,590,601
aa159.jpg,1300,779,Fanta,187,289,476,680
aa159.jpg,1300,779,Fanta,81,367,349,746
drpepper_0_3842.jpg,978,982,Drpepper,285,162,616,982
12.png,549,550,Drpepper,205,43,372,543
12.png,549,550,Drpepper,353,242,457,461
12.png,549,550,Drpepper,107,248,217,462
drpepper_0_628.jpg,458,650,Drpepper,50,131,312,628
drpepper_0_628.jpg,458,650,Drpepper,148,390,336,650
aa340.jpg,512,512,Fanta,85,3,324,461
drpepper_0_2052.jpg,1600,1067,Drpepper,305,49,773,1067
drpepper_0_2052.jpg,1600,1067,Drpepper,747,37,1091,1067
drpepper_0_2052.jpg,1600,1067,Drpepper,1081,72,1516,1067
aa455.jpg,244,207,Fanta,93,25,204,207
aa44.jpeg,194,259,Fanta,57,15,140,249
aa322.jpg,259,194,Fanta,98,31,164,190
aa322.jpg,259,194,Fanta,159,45,223,193
aa322.jpg,259,194,Fanta,53,22,109,185
aa322.jpg,259,194,Fanta,2,9,57,177
aa396.jpg,1300,601,Fanta,613,3,958,596
aa396.jpg,1300,601,Fanta,686,190,1109,601
aa396.jpg,1300,601,Fanta,887,339,1255,601
aa139.jpg,300,168,Fanta,84,28,182,168
aa139.jpg,300,168,Fanta,30,47,126,168
aa139.jpg,300,168,Fanta,134,11,229,144
drpepper_0_1467.jpg,500,500,Drpepper,25,170,165,484
drpepper_0_1467.jpg,500,500,Drpepper,134,168,253,476
drpepper_0_1467.jpg,500,500,Drpepper,231,165,354,477
drpepper_0_1467.jpg,500,500,Drpepper,330,152,458,477
drpepper_0_1467.jpg,500,500,Drpepper,386,128,500,423
aa424.jpg,1300,956,Fanta,5,184,108,459
aa424.jpg,1300,956,Fanta,33,216,189,508
aa424.jpg,1300,956,Fanta,112,240,263,539
aa424.jpg,1300,956,Fanta,180,266,333,577
aa424.jpg,1300,956,Fanta,271,287,404,585
aa424.jpg,1300,956,Fanta,345,313,502,628
aa424.jpg,1300,956,Fanta,427,335,584,647
aa437.jpg,300,168,Fanta,99,1,227,168
drpepper_0_3150.jpg,636,900,Drpepper,128,24,327,800
drpepper_0_3150.jpg,636,900,Drpepper,308,29,527,825
aa357.jpg,500,500,Fanta,93,24,284,455
aa357.jpg,500,500,Fanta,216,9,376,414
aa357.jpg,500,500,Fanta,331,1,484,380
aa196.jpg,866,1390,Fanta,3,878,152,1280
aa196.jpg,866,1390,Fanta,123,876,258,1275
aa196.jpg,866,1390,Fanta,244,867,380,1262
aa196.jpg,866,1390,Fanta,368,859,499,1260
aa196.jpg,866,1390,Fanta,477,853,608,1234
aa196.jpg,866,1390,Fanta,584,843,721,1240
aa196.jpg,866,1390,Fanta,708,828,834,1228
aa282.jpg,612,405,Fanta,69,101,331,395
aa326.jpg,612,405,Fanta,125,4,341,396
drpepper_0_4230.jpg,259,194,Drpepper,41,58,174,194
drpepper_0_4230.jpg,259,194,Drpepper,111,32,229,163
drpepper_0_4230.jpg,259,194,Drpepper,161,1,259,135
aa181.jpg,278,181,Fanta,110,64,212,160
aa181.jpg,278,181,Fanta,141,4,271,105
drpepper_0_3257.jpg,225,225,Drpepper,12,19,160,182
aa429.jpg,498,395,Fanta,184,23,357,305
drpepper_0_2654.jpg,620,1200,Drpepper,117,41,396,1062
drpepper_0_2654.jpg,620,1200,Drpepper,354,11,620,992
aa200.jpg,194,259,Fanta,6,48,146,199
aa205.jpg,259,194,Fanta,22,30,101,168
